sepal_length,sepal_width,petal_length,petal_width,target,sepal_length_to_sepal_width,petal_length_to_petal_width
-1.5065205225160652,1.2492011182302534,-1.567576234277175,-1.3154442950077403,0,-1.6933856461479588,0.2778746539426269
-0.1736739476359004,3.090775248299425,-1.2833890997091593,-1.0521799264271383,0,-1.6490988467903391,-0.2258863250668911
1.0380047568006123,0.0982172869370218,0.3648962807853321,0.2641419164758699,1,0.5201379752010725,-0.4705702291572283
-1.2641847816287624,0.7888075857129604,-1.226551672795556,-1.3154442950077403,0,-1.3576991501767592,1.4869010035654702
-1.7488562634033669,0.3284140531956683,-1.3970639535363654,-1.3154442950077403,0,-1.4498082496810518,0.8823878287540485
0.5533332750260068,-1.2829633106148564,0.7059208422669508,0.9223028379273742,2,1.418837545280631,-0.676619832601723
0.6745011454696588,0.3284140531956683,0.4217337076989351,0.3957741007661709,1,0.1160464418919191,-0.528142912472602
-0.7795132998541568,1.019004351971607,-1.2833890997091593,-1.3154442950077403,0,-1.1724282757452684,1.285396611961663
-1.0218490407414595,1.2492011182302534,-1.3402265266227624,-1.3154442950077403,0,-1.415011478757208,1.0838922203578554
-0.7795132998541568,2.400184949523484,-1.2833890997091593,-1.4470764792980408,0,-1.7171492945837536,4.307962486018771
-0.0525060771922495,-0.8225697780975633,0.7627582691805538,0.9223028379273742,2,0.487211998412919,-0.6554088440118487
0.1898296636950532,0.7888075857129604,0.4217337076989351,0.5274062850564719,1,-0.4734517949355524,-0.6037070593240297
1.0380047568006123,0.0982172869370218,0.5354085615261415,0.3957741007661709,1,0.5201379752010725,-0.47440840804492
-0.537177558966854,1.939791417006192,-1.3970639535363654,-1.0521799264271383,0,-1.4257181775030057,-0.4273907166706984
-0.537177558966854,1.4793978844889,-1.2833890997091593,-1.3154442950077403,0,-1.2382062643333531,1.285396611961663
-0.4160096885232032,-1.513160076873503,-0.0329657076098899,-0.2623868206853333,1,0.8467786312926396,-0.2460367642272718
0.5533332750260068,-0.5923730118389178,0.7627582691805538,0.3957741007661709,2,0.7423883185211075,-0.3669393991895562
0.6745011454696588,0.0982172869370218,0.9901079768349664,0.7906706536370736,2,0.2776830552155804,-0.5057535356277346
0.9168368863569604,-0.1319794793216246,0.3648962807853321,0.2641419164758699,1,0.6171199431952692,-0.4705702291572283
1.643844109018869,1.2492011182302534,1.331132538316585,1.7120959436691794,2,0.1160464418919191,-0.7538278310688661
-0.1736739476359004,-0.3621762455802712,0.2512214269581257,0.1325097321855692,1,0.0296544589085831,-0.4351408855785371
2.1285155907934734,-0.1319794793216246,1.6153196728846009,1.185567206507976,2,1.452242445367521,-0.4705702291572287
-0.2948418180795523,-0.1319794793216246,0.4217337076989351,0.3957741007661709,1,-0.2180025589769818,-0.528142912472602
-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0,-1.2440102045028902,1.0838922203578554
2.249683461237125,-0.5923730118389178,1.6721570997982045,1.053935022217675,2,1.9950720717794852,-0.3870898383499369
-0.0525060771922495,-0.8225697780975633,0.1943840000445223,-0.2623868206853333,1,0.487211998412919,-0.0848332509442262
-0.7795132998541568,0.7888075857129604,-1.3402265266227624,-1.3154442950077403,0,-1.0629500317630234,1.0838922203578554
-1.0218490407414595,1.019004351971607,-1.3970639535363654,-1.1838121107174393,0,-1.3155921332605114,0.0092021318042175
-0.9006811702978088,1.7095946507475457,-1.0560393920547466,-1.0521799264271383,0,-1.5322216545006822,0.1771224581407229
-1.0218490407414595,-2.433947141908088,-0.1466405614370963,-0.2623868206853333,1,1.368730195150296,-0.3266385208687947
0.5533332750260068,-0.8225697780975633,0.6490834153533479,0.7906706536370736,2,0.9511689440641696,-0.6400897966969393
-1.2641847816287624,0.7888075857129604,-1.0560393920547466,-1.3154442950077403,0,-1.3576991501767592,2.091414178376892
-1.0218490407414595,-0.1319794793216246,-1.226551672795556,-1.3154442950077403,0,-0.7190760602803319,1.4869010035654702
-0.9006811702978088,0.5586108194543139,-1.1697142458819532,-0.9205477421368377,0,-1.0227569701611507,-0.3669393991895562
-0.2948418180795523,-0.8225697780975633,0.2512214269581257,0.1325097321855692,1,0.301629220152419,-0.4351408855785371
-0.9006811702978088,0.7888075857129604,-1.2833890997091593,-1.3154442950077403,0,-1.1366373113664576,1.285396611961663
-0.1736739476359004,-0.1319794793216246,0.2512214269581257,0.0008775478952682,1,-0.1344903087597559,-0.3266385208687946
2.249683461237125,1.7095946507475457,1.6721570997982045,1.317199390798277,2,0.1819771657476239,-0.5098243314177104
-1.5065205225160652,0.3284140531956683,-1.3402265266227624,-1.3154442950077403,0,-1.2932227805237553,1.0838922203578554
0.432165404582356,-0.3621762455802712,0.3080588538717286,0.1325097321855692,1,0.4616143738252651,-0.4041402099471822
-0.1736739476359004,-1.2829633106148564,0.7059208422669508,1.053935022217675,2,0.8175493437166107,-0.7296473040764092
-0.4160096885232032,2.630381715782132,-1.3402265266227624,-1.3154442950077403,0,-1.6138501697506011,1.0838922203578554
0.1898296636950532,-0.1319794793216246,0.5922459884397444,0.7906706536370736,2,0.1160464418919191,-0.6624791735418069
-0.0525060771922495,-0.8225697780975633,0.7627582691805538,0.9223028379273742,2,0.487211998412919,-0.6554088440118487
0.1898296636950532,-1.9735536093907948,0.1375465731309193,-0.2623868206853333,1,1.9381319011768303,-0.1251341292649875
-0.537177558966854,-0.1319794793216246,0.4217337076989351,0.3957741007661709,1,-0.3850270594114315,-0.528142912472602
0.432165404582356,0.7888075857129604,0.9332705499213636,1.4488315750885774,2,-0.326077235728684,-0.7909747276080026
-0.4160096885232032,-1.7433568431321491,0.1375465731309193,0.1325097321855692,1,1.096407640094128,-0.4971422368412471
-0.537177558966854,1.939791417006192,-1.1697142458819532,-1.0521799264271383,0,-1.4257181775030057,-0.0243819334630839
-1.0218490407414595,-1.7433568431321491,-0.2603154152643027,-0.2623868206853333,1,0.5517625299817901,-0.4072402775103177
0.6745011454696588,-0.8225697780975633,0.8764331230077601,0.9223028379273742,2,1.04396033319442,-0.6129868668320997
-1.0218490407414595,0.5586108194543139,-1.3402265266227624,-1.3154442950077403,0,-1.0986771976313554,1.0838922203578554
-1.0218490407414595,0.3284140531956683,-1.4539013804499687,-1.3154442950077403,0,-0.9800518422091606,0.680883437150241
-0.4160096885232032,-1.513160076873503,0.0238717193037129,-0.1307546363950324,1,0.8467786312926396,-0.3449571019236865
1.0380047568006123,-0.1319794793216246,0.7059208422669508,0.6590384693467726,1,0.700632193412495,-0.5518493114848145
-1.1430169111851105,0.0982172869370218,-1.2833890997091593,-1.3154442950077403,0,-0.9345915447118804,1.285396611961663
-0.0525060771922495,-0.5923730118389178,0.7627582691805538,1.5804637593788784,2,0.2950012637859734,-0.8807755977792646
-1.0218490407414595,0.7888075857129604,-1.2833890997091593,-1.3154442950077403,0,-1.2103245909698914,1.285396611961663
-1.0218490407414595,1.019004351971607,-1.226551672795556,-0.7889155578465368,0,-1.3155921332605114,-0.6624791735418067
0.0686617932514023,0.3284140531956683,0.5922459884397444,0.7906706536370736,1,-0.2754172310013236,-0.6624791735418069
-0.9006811702978088,-1.2829633106148564,-0.4308276960051121,-0.1307546363950324,1,0.2162611421525893,-0.6380543988019515
1.2803404976879151,0.3284140531956683,1.1037828306621729,1.4488315750885774,2,0.5075101147851618,-0.7384083645809224
0.1898296636950532,-0.8225697780975633,0.7627582691805538,0.5274062850564719,1,0.672794776673419,-0.4525787656211744
0.310997534138704,-1.0527665443562098,1.0469454037485697,0.2641419164758699,2,0.9832890403015636,-0.1251341292649875
2.249683461237125,-0.1319794793216246,1.331132538316585,1.4488315750885774,2,1.5357546955847463,-0.6683198805448156
-0.4160096885232032,-1.2829633106148564,0.1375465731309193,0.1325097321855692,1,0.6171199431952703,-0.4971422368412471
-1.7488562634033669,-0.3621762455802712,-1.3402265266227624,-1.3154442950077403,0,-1.0934413198747892,1.0838922203578554
-1.870024133847019,-0.1319794793216246,-1.5107388073635717,-1.4470764792980408,0,-1.3036618118009078,2.695927353188313
0.1898296636950532,-1.9735536093907948,0.7059208422669508,0.3957741007661709,2,1.9381319011768303,-0.3938066514033971
1.643844109018869,0.3284140531956683,1.274295111402982,0.7906706536370736,2,0.7423883185211075,-0.3938066514033973
-1.5065205225160652,0.0982172869370218,-1.2833890997091593,-1.3154442950077403,0,-1.1770464646973735,1.285396611961663
-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.1838121107174393,0,-1.2440102045028902,0.1435383928734221
-1.7488562634033669,-0.1319794793216246,-1.3970639535363654,-1.3154442950077403,0,-1.2201495615836826,0.8823878287540485
0.5533332750260068,-1.2829633106148564,0.6490834153533479,0.3957741007661709,1,1.418837545280631,-0.420673903617238
0.5533332750260068,0.7888075857129604,1.0469454037485697,1.5804637593788784,2,-0.2523899561252503,-0.7968154346110116
-1.5065205225160652,0.7888075857129604,-1.3402265266227624,-1.1838121107174393,0,-1.5050737093836275,0.1435383928734221
1.1591726272442633,-0.1319794793216246,0.9901079768349664,1.185567206507976,2,0.7841444436297199,-0.6816700679802646
0.5533332750260068,0.5586108194543139,1.274295111402982,1.7120959436691794,2,-0.1117142405186946,-0.7699481823971707
-1.385352652072413,0.3284140531956683,-1.3970639535363654,-1.3154442950077403,0,-1.2149300459451062,0.8823878287540485
0.310997534138704,-0.3621762455802712,0.5354085615261415,0.2641419164758699,1,0.375222390841928,-0.384211204184168
0.7956690159133096,-0.5923730118389178,0.478571134612538,0.3957741007661709,1,0.9213431404151616,-0.5012756602587611
0.432165404582356,-0.5923730118389178,0.5922459884397444,0.7906706536370736,2,0.6529109075740809,-0.6624791735418069
1.401508368131566,0.3284140531956683,0.5354085615261415,0.2641419164758699,1,0.5858028493638104,-0.384211204184168
0.6745011454696588,0.3284140531956683,0.8764331230077601,1.4488315750885774,2,0.1160464418919191,-0.8084968486170294
-0.9006811702978088,1.7095946507475457,-1.226551672795556,-1.3154442950077403,0,-1.5322216545006822,1.4869010035654702
1.2803404976879151,0.0982172869370218,0.9332705499213636,1.185567206507976,2,0.681774588524735,-0.7008609624187224
0.0686617932514023,-0.1319794793216246,0.2512214269581257,0.3957741007661709,1,0.0325341916746942,-0.6087446691141247
0.7956690159133096,-0.1319794793216246,0.8195956960941572,1.053935022217675,2,0.5336076929780443,-0.6893464257556478
-0.1736739476359004,-1.0527665443562098,-0.1466405614370963,-0.2623868206853333,1,0.5978478854528337,-0.3266385208687947
-0.7795132998541568,-0.8225697780975633,0.0807091462173161,0.2641419164758699,1,-0.0695363363685814,-0.6145019374456621
0.310997534138704,-0.1319794793216246,0.478571134612538,0.2641419164758699,1,0.1995586921091439,-0.412997545841855
-1.627688392959716,-1.7433568431321491,-1.3970639535363654,-1.1838121107174393,0,0.0071174198694521,0.0092021318042175
0.9168368863569604,-0.3621762455802712,0.478571134612538,0.1325097321855692,1,0.80718230575861,-0.3111381830531175
-0.4160096885232032,-1.0527665443562098,0.3648962807853321,0.0008775478952682,1,0.4051273080284677,-0.2594703903341922
-0.658345429410506,1.4793978844889,-1.2833890997091593,-1.3154442950077403,0,-1.3059188996446172,1.285396611961663
-0.2948418180795523,-0.1319794793216246,0.1943840000445223,0.1325097321855692,1,-0.2180025589769818,-0.4661415612098923
1.7650119794625196,-0.3621762455802712,1.4448073921437916,0.7906706536370736,2,1.411926186641964,-0.3266385208687947
1.0380047568006123,0.5586108194543139,1.1037828306621729,1.185567206507976,2,0.1919666693621236,-0.643288279103349
-0.9006811702978088,1.4793978844889,-1.2833890997091593,-1.0521799264271383,0,-1.441344170267144,-0.2258863250668911
-1.1430169111851105,-1.513160076873503,-0.2603154152643027,-0.2623868206853333,1,0.2204367546634512,-0.4072402775103177
1.0380047568006123,0.5586108194543139,1.1037828306621729,1.7120959436691794,2,0.1919666693621236,-0.8183092363820843
1.643844109018869,-0.1319794793216246,1.1606202575757758,0.5274062850564719,2,1.1181934444986203,-0.2762624229678431
-1.1430169111851105,1.2492011182302534,-1.3402265266227624,-1.4470764792980408,0,-1.4846050206048955,3.9049537028111567
1.0380047568006123,0.0982172869370218,1.0469454037485697,1.5804637593788784,2,0.5201379752010725,-0.7968154346110116
-1.1430169111851105,-0.1319794793216246,-1.3402265266227624,-1.3154442950077403,0,-0.8025883104975567,1.0838922203578554
1.2803404976879151,0.0982172869370218,0.6490834153533479,0.3957741007661709,1,0.681774588524735,-0.420673903617238
1.886179849906172,-0.5923730118389178,1.331132538316585,0.9223028379273742,2,1.7266398389384046,-0.4432989581131043
0.5533332750260068,-0.3621762455802712,1.0469454037485697,0.7906706536370736,2,0.5480063568086011,-0.4833641587828672
-0.1736739476359004,-0.5923730118389178,0.1943840000445223,0.1325097321855692,1,0.2055238528389468,-0.4661415612098923
0.7956690159133096,-0.1319794793216246,0.9901079768349664,0.7906706536370736,2,0.5336076929780443,-0.5057535356277346
0.5533332750260068,-1.7433568431321491,0.3648962807853321,0.1325097321855692,1,1.967839816273868,-0.3731395343158272
0.6745011454696588,-0.3621762455802712,0.3080588538717286,0.1325097321855692,1,0.634398339791937,-0.4041402099471822
-0.2948418180795523,-0.5923730118389178,0.6490834153533479,1.053935022217675,2,0.1160464418919191,-0.7497977432367898
